date,date_local,source,title,link,lang,ranking
2025-07-08 13:59:32+00:00,2025-07-07 15:29:17+02:00,RenEne-eu_feed,KKR-backed ContourGlobal snaps up 1.6 GW of battery projects in Italy,https://renewablesnow.com/news/kkr-backed-contourglobal-snaps-up-1-6-gw-of-battery-projects-in-italy-1278079/,en,4
2025-07-08 13:17:49+00:00,2025-07-07 15:09:08+02:00,RenEne-eu_feed,Repsol JV shelves green hydrogen project in Spain - report,https://renewablesnow.com/news/repsol-jv-shelves-green-hydrogen-project-in-spain-report-1278076/,en,2
2025-07-08 09:18:11+00:00,2025-07-07 15:05:11+02:00,RenEne-solar_feed,"SUNOTEC buys 400-MWp solar, 600-MWh storage site in Latvia",https://renewablesnow.com/news/sunotec-buys-400-mwp-solar-600-mwh-storage-site-in-latvia-1278075/,en,2
2025-07-08 08:30:25+00:00,2025-07-07 14:31:11+02:00,RenEne-solar_feed,Renewables firm Boralex gets USD 184m loan to support growth plan,https://renewablesnow.com/news/renewables-firm-boralex-gets-usd-184m-loan-to-support-growth-plan-1278073/,en,5
2025-07-08 09:03:38+00:00,2025-07-07 14:27:36+02:00,RenEne-wind_off_feed,"ABO Energy gets nod for 165-MW wind, storage project in Canada",https://renewablesnow.com/news/abo-energy-gets-nod-for-165-mw-wind-storage-project-in-canada-1278072/,en,3
2025-07-07 15:29:38+00:00,2025-07-07 10:30:00+02:00,ecoomist,The Big Beautiful Bill will inflict long-term damage on America,https://www.economist.com/podcasts/2025/07/07/the-big-beautiful-bill-will-inflict-long-term-damage-on-america,en,3
2025-07-07 14:24:10+00:00,2025-07-07 08:42:27+02:00,RenEne-solar_feed,France’s Akuo has new CEO under Ardian ownership,https://renewablesnow.com/news/frances-akuo-has-new-ceo-under-ardian-ownership-1278031/,en,5
2025-07-07 08:52:08+00:00,2025-07-07 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32025R0026R(04),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025R0026R(04),en,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 18:32:30+02:00,RenEne-wind_on_feed,DEME marks launch of wind turbine installation vessel Norse Energi,https://renewablesnow.com/news/deme-marks-launch-of-wind-turbine-installation-vessel-norse-energi-1278021/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-04 16:55:12+02:00,RenEne-wind_on_feed,UK govt greenlights 1.5-GW offshore wind project in Welsh waters,https://renewablesnow.com/news/uk-govt-greenlights-1-5-gw-offshore-wind-project-in-welsh-waters-1278018/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 16:15:55+02:00,RenEne-wind_off_feed,UK govt releases onshore wind strategy to reach up to 29 GW by 2030,https://renewablesnow.com/news/uk-govt-releases-onshore-wind-strategy-to-reach-up-to-29-gw-by-2030-1278014/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-04 15:56:51+02:00,RenEne-h2_feed,"AFC, ICL to create JV for hydrogen from ammonia",https://renewablesnow.com/news/afc-icl-to-create-jv-for-hydrogen-from-ammonia-1278012/,en,1
2025-07-09 03:49:08.364582+00:00,2025-07-04 15:31:32+02:00,RenEne-h2_feed,E.ON deprioritises hydrogen push amid challenging market conditions,https://renewablesnow.com/news/e-on-deprioritises-hydrogen-push-amid-challenging-market-conditions-1278009/,en,1
2025-07-09 03:49:08.364582+00:00,2025-07-04 15:17:39+02:00,RenEne-biomass_feed,"Adecoagro, Tether mull renewables-powered crypto partnership in Brazil",https://renewablesnow.com/news/adecoagro-tether-mull-renewables-powered-crypto-partnership-in-brazil-1278006/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 14:34:03+02:00,RenEne-solar_feed,Sinopec brings live 7.5-MW seawater floating PV project in China,https://renewablesnow.com/news/sinopec-brings-live-7-5-mw-seawater-floating-pv-project-in-china-1277998/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-04 14:27:50+02:00,RenEne-solar_feed,Balam units secure up to USD 15m for solar projects in Mexico,https://renewablesnow.com/news/balam-units-secure-up-to-usd-15m-for-solar-projects-in-mexico-1277997/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 14:14:44+02:00,RenEne-solar_feed,Plenitude starts building 200-MW solar park in Spain,https://renewablesnow.com/news/plenitude-starts-building-200-mw-solar-park-in-spain-1277995/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-04 13:47:27+02:00,RenEne-h2_feed,"Solvay, Enagas to develop hydrogen storage in Spain's salt caverns",https://renewablesnow.com/news/solvay-enagas-to-develop-hydrogen-storage-in-spains-salt-caverns-1277994/,en,1
2025-07-09 03:49:08.364582+00:00,2025-07-04 13:26:01+02:00,RenEne-solar_feed,Sparc Hydrogen gets Aussie state grant to advance pilot PWS project,https://renewablesnow.com/news/sparc-hydrogen-gets-aussie-state-grant-to-advance-pilot-pws-project-1277990/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 11:55:15+02:00,RenEne-biomass_feed,Turkey's renewables capacity rises 4.5 times to 72.5 GW in 20 years,https://renewablesnow.com/news/turkeys-renewables-capacity-rises-4-5-times-to-72-5-gw-in-20-years-1277980/,en,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 11:48:23+02:00,RenEne-wind_off_feed,Renewables share in German power mix falls in H1 due to low wind,https://renewablesnow.com/news/renewables-share-in-german-power-mix-falls-in-h1-due-to-low-wind-1277977/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 10:11:50+02:00,RenEne-wind_off_feed,"Onshore wind power growth in S America to slow by 2034, WoodMac says",https://renewablesnow.com/news/onshore-wind-power-growth-in-s-america-to-slow-by-2034-woodmac-says-1277967/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 09:22:08+02:00,RenEne-wind_on_feed,Deep Wind gets licence for South Korean offshore project,https://renewablesnow.com/news/deep-wind-gets-licence-for-south-korean-offshore-project-1277963/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 09:14:35+02:00,RenEne-wind_off_feed,Brazil installs 194 MW of renewables in June,https://renewablesnow.com/news/brazil-installs-194-mw-of-renewables-in-june-1277962/,en,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 07:40:05+02:00,RenEne-wind_on_feed,CWP to supply foundations for Synera's 495-MW Formosa 4 off Taiwan,https://renewablesnow.com/news/cwp-to-supply-foundations-for-syneras-495-mw-formosa-4-off-taiwan-1277961/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 07:11:02+02:00,RenEne-wind_off_feed,Utility Alliant Energy seeks nod for 1-GW onshore wind rollout,https://renewablesnow.com/news/utility-alliant-energy-seeks-nod-for-1-gw-onshore-wind-rollout-1277960/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-04 06:57:31+02:00,RenEne-wind_off_feed,ABO Energy grabs 80 MW of awards in German onshore wind tender,https://renewablesnow.com/news/abo-energy-grabs-80-mw-of-awards-in-german-onshore-wind-tender-1277958/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),"CELEX:32025R0606: Commission Delegated Regulation (EU) 2025/606 of 21 March 2025 supplementing Regulation (EU) 2023/1542 of the European Parliament and of the Council by establishing the methodology for calculation and verification of rates for recycling efficiency and recovery of materials from waste batteries, and the format for the documentation",https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025R0606,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32025R0544R(01),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025R0544R(01),en,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32019L0904R(02):            Berichtigung der Richtlinie (EU) 2019/904 des Europäischen Parlaments und des Rates vom 5. Juni 2019 über die Verringerung der Auswirkungen bestimmter Kunststoffprodukte auf die Umwelt (ABl. L 155 vom 12.6.2019),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32019L0904R(02),de,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32021R2305R(02),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32021R2305R(02),en,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32024L1226R(01),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32024L1226R(01),en,4
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32025R1313: Commission Implementing Regulation (EU) 2025/1313 of 3 July 2025 amending Implementing Regulation (EU) 2023/1584 as regards the list of demarcated areas for containment of Popillia japonica Newman in Italy,https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025R1313,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),"CELEX:32025R1310: Commission Implementing Regulation (EU) 2025/1310 of 3 July 2025 laying down the technical specifications of data requirements and the deadlines for submission of annual metadata and quality reports for the topic ICT usage and e-commerce for the reference year 2026, pursuant to Regulation (EU) 2019/2152 of the European Parliament and of the Council",https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025R1310,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32025D1326: Political and Security Committee Decision (CFSP) 2025/1326 of 25 June 2025 extending the mandate of the Head of Mission of the European Union Integrated Border Management Assistance Mission in Libya (EUBAM Libya) (EUBAM Libya/1/2025),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025D1326,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-04 00:00:00+02:00,Official Journal – Legislation (L),CELEX:32025D1336: Commission Implementing Decision (EU) 2025/1336 of 3 July 2025 concerning certain interim emergency measures relating to infection with lumpy skin disease virus in France (notified under document C(2025) 4588),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025D1336,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 19:45:23+02:00,cinea_rss_feed,Horizon Europe Work Program 2025,https://atlantic-maritime-strategy.ec.europa.eu/en/funding/calls/horizon-europe-work-programmes-2025,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 19:43:34+02:00,cinea_rss_feed,EU4Ocean Coalition for Ocean Literacy,https://atlantic-maritime-strategy.ec.europa.eu/en/funding/calls/eu4ocean-coalition-ocean-literacy-call-tenders,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 19:41:52+02:00,cinea_rss_feed,PRIMA Calls,https://atlantic-maritime-strategy.ec.europa.eu/en/funding/calls/prima-2025-calls-are-now-open,en,4
2025-07-09 03:49:08.364582+00:00,2025-07-03 17:20:35+02:00,RenEne-wind_on_feed,OEG wins construction support contract on Inch Cape off Scotland,https://renewablesnow.com/news/oeg-wins-construction-support-contract-on-inch-cape-off-scotland-1277949/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-03 16:29:41+02:00,RenEne-wind_off_feed,Polenergia gets EUR 47m in loans to invest in Polish green projects,https://renewablesnow.com/news/polenergia-gets-eur-47m-in-loans-to-invest-in-polish-green-projects-1277943/,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 15:16:19+02:00,RenEne-biomass_feed,Synhelion completes first car drive on solar gasoline,https://renewablesnow.com/news/synhelion-completes-first-car-drive-on-solar-gasoline-1277935/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-03 14:56:29+02:00,RenEne-biomass_feed,Chile's renewables share drops to 37% in May,https://renewablesnow.com/news/chiles-renewables-share-drops-to-37-percent-in-may-1277932/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-03 13:20:34+02:00,RenEne-wind_on_feed,New delay for Massachusetts offshore wind contracts,https://renewablesnow.com/news/new-delay-for-massachusetts-offshore-wind-contracts-1277914/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-03 11:58:14+02:00,RenEne-wind_on_feed,Ørsted ends vessel contract with Cadeler due to Hornsea 4 stop,https://renewablesnow.com/news/rsted-ends-vessel-contract-with-cadeler-due-to-hornsea-4-stop-1277910/,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 11:52:56+02:00,RenEne-h2_feed,Nordic-Baltic Hydrogen Corridor gets EU support for feasibility study,https://renewablesnow.com/news/nordic-baltic-hydrogen-corridor-gets-eu-support-for-feasibility-study-1277906/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-03 11:29:49+02:00,Energy_EU,Eurostat: EU coal production and consumption reach historical low,https://ec.europa.eu/eurostat/en/web/products-eurostat-news/w/ddn-20250703-1,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 00:00:00+02:00,Parliament & Council Acts,CELEX:32025R1304: Council Regulation (Euratom) 2025/1304 of 23 June 2025 establishing the Research and Training Programme of the European Atomic Energy Community for the period 2026-2027 complementing Horizon Europe – the Framework Programme for Research and Innovation and repealing Regulation (Euratom) 2021/765,https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025R1304,en,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 00:00:00+02:00,Official Journal – Legislation (L),"CELEX:32025D0913R(01):            Rectificatif à la décision d’exécution (UE) 2025/913 de la Commission du 20 mai 2025 modifiant la décision d’exécution (UE) 2021/1067 en ce qui concerne une mise à jour des conditions techniques de l’utilisation harmonisée du spectre radioélectrique dans la bande de fréquences 5945 — 6425 MHz pour la mise en œuvre des systèmes d’accès sans fil, y compris les réseaux locaux radioélectriques (WAS/RLAN) [notifiée sous le numéro C(2025) 3032] (JO L, 2025/913, 22.5.2025)",https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32025D0913R(01),fr,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 00:00:00+02:00,Parliament & Council Acts,CELEX:32002R0006R(12):            Berichtigung der Verordnung (EG) Nr. 6/2002 des Rates vom 12. Dezember 2001 über das Unionsgeschmacksmuster (ABl. L 3 vom 5.1.2002),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32002R0006R(12),de,4
2025-07-09 03:49:08.364582+00:00,2025-07-03 00:00:00+02:00,Parliament & Council Acts,"CELEX:32024R2822R(01):            Berichtigung der Verordnung (EU) 2024/2822 des Europäischen Parlaments und des Rates vom 23. Oktober 2024 zur Änderung der Verordnung (EG) Nr. 6/2002 des Rates über das Gemeinschaftsgeschmacksmuster und zur Aufhebung der Verordnung (EG) Nr. 2246/2002 der Kommission (ABl. L, 2024/2822, 18.11.2024)",https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32024R2822R(01),de,5
2025-07-09 03:49:08.364582+00:00,2025-07-03 00:00:00+02:00,Parliament & Council Acts,CELEX:32024R2747R(01),https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32024R2747R(01),en,4
2025-07-09 03:49:08.364582+00:00,2025-07-03 00:00:00+02:00,Parliament & Council Acts,"CELEX:32024L0927R(01):            Rectificatif à la directive (UE) 2024/927 du Parlement européen et du Conseil du 13 mars 2024 modifiant les directives 2011/61/UE et 2009/65/CE en ce qui concerne les modalités de délégation, la gestion du risque de liquidité, les déclarations à des fins de surveillance, la fourniture de services de dépositaire et de conservation ainsi que l’octroi de prêts par les fonds d’investissement alternatifs (JO L, 2024/927, 26.3.2024)",https://eur-lex.europa.eu/./legal-content/AUTO/?uri=CELEX:32024L0927R(01),fr,5
2025-07-09 03:49:08.364582+00:00,2025-07-02 16:17:06+02:00,RenEne-h2_feed,Air Liquide to supply green hydrogen to H2 MOBILITY stations in Germany,https://renewablesnow.com/news/air-liquide-to-supply-green-hydrogen-to-h2-mobility-stations-in-germany-1277870/,en,2
2025-07-09 03:49:08.364582+00:00,2025-07-02 15:29:29+02:00,RenEne-h2_feed,"Senate passes Trump's bill, drops excise tax on solar, wind projects",https://renewablesnow.com/news/senate-passes-trumps-bill-drops-excise-tax-on-solar-wind-projects-1277866/,en,3
2025-07-09 03:49:08.364582+00:00,2025-07-02 15:22:19+02:00,RenEne-biomass_feed,Renewables cover 77% of Portugal's power demand in H1 2025,https://renewablesnow.com/news/renewables-cover-77-percent-of-portugals-power-demand-in-h1-2025-1277865/,en,4
2025-07-09 03:49:08.364582+00:00,2025-07-02 13:05:49+02:00,RenEne-wind_on_feed,Substation installed at Dieppe - Le Treport wind project off France,https://renewablesnow.com/news/substation-installed-at-dieppe-le-treport-wind-project-off-france-1277854/,en,3
